InvoiceNo,StockCode,Quantity,CustomerID
INV201662,P100460,4,10108
INV201663,P100154,4,10008
INV201663,P100160,5,10846
INV201663,P100172,3,10001
INV201664,P100423,2,10053
INV201664,P100077,2,10607
INV201664,P100183,3,10475
INV201665,P100162,1,10430
INV201665,P100449,3,10871
INV201665,P100123,4,10822
INV201666,P100491,4,10909
INV201666,P100401,6,10371
